,cmap_name,ENTREZID,target
13816,PKCbeta-inhibitor,5579,PRKCB
13818,prostratin,5579,PRKCB
13820,sotrastaurin,5579,PRKCB
13821,CGP-53353,5579,PRKCB
13823,tamoxifen,5580,PRKCD
13824,rottlerin,5580,PRKCD
13825,prostratin,5580,PRKCD
13826,ingenol-mebutate,5580,PRKCD
13829,ingenol,5580,PRKCD
13832,sotrastaurin,5580,PRKCD
13833,enzastaurin,5580,PRKCD
13834,Y-27632,5581,PRKCE
13836,tamoxifen,5581,PRKCE
13837,ingenol,5581,PRKCE
13839,prostratin,5581,PRKCE
13842,sotrastaurin,5581,PRKCE
13843,EI-273,5582,PRKCG
13844,midostaurin,5582,PRKCG
13845,tamoxifen,5582,PRKCG
13847,enzastaurin,5582,PRKCG
13850,prostratin,5582,PRKCG
13851,sotrastaurin,5583,PRKCH
13852,prostratin,5583,PRKCH
13853,staurosporine,5584,PRKCI
13854,tamoxifen,5584,PRKCI
13858,TER-14687,5588,PRKCQ
13859,tamoxifen,5588,PRKCQ
13862,prostratin,5588,PRKCQ
13863,sotrastaurin,5588,PRKCQ
13864,staurosporine,5588,PRKCQ
13865,GSK-690693,5588,PRKCQ
13869,tamoxifen,5590,PRKCZ
13872,wortmannin,5591,PRKDC
13873,LY-294002,5591,PRKDC
13874,NU-7441,5591,PRKDC
13875,PI-103,5591,PRKDC
13876,KU-0060648,5591,PRKDC
13877,caffeine,5591,PRKDC
13879,NU-7026,5591,PRKDC
13880,VAMA-37,5591,PRKDC
13888,QL-X-138,5591,PRKDC
13890,PIK-75,5591,PRKDC
13895,KU-55933,5591,PRKDC
13897,8-bromo-cGMP,5592,PRKG1
13898,terguride,5617,PRL
13899,cabergoline,5617,PRL
13901,bromocriptine,5617,PRL
13904,tetracycline,5621,PRNP
13905,menadione,5624,PROC
13906,menadione,5627,PROS1
13907,menadione,8858,PROZ
13908,benzydamine,5644,PRSS1
13909,camostat-mesilate,5644,PRSS1
13910,gabexate,5644,PRSS1
13914,benzydamine,5645,PRSS2
13915,JLK-6,5663,PSEN1
13918,ixazomib,5689,PSMB1
13919,bortezomib,5689,PSMB1
13920,MG-132,5689,PSMB1
13925,carfilzomib,5689,PSMB1
13926,carfilzomib,5699,PSMB10
13927,bortezomib,5690,PSMB2
13931,carfilzomib,5690,PSMB2
13932,bortezomib,5693,PSMB5
13936,carfilzomib,5693,PSMB5
13937,carfilzomib,5696,PSMB8
13938,carfilzomib,5698,PSMB9
13939,ABT-491,5724,PTAFR
13940,ginkgolide-b,5724,PTAFR
13950,PCA-4248,5724,PTAFR
13951,apafant,5724,PTAFR
13953,rupatadine,5724,PTAFR
13960,cyclopamine,5727,PTCH1
13961,SANT-1,5727,PTCH1
13962,purmorphamine,5727,PTCH1
13964,temsirolimus,5728,PTEN
13965,dinoprost,5729,PTGDR
13966,niacin,5729,PTGDR
13967,laropiprant,5729,PTGDR
13968,treprostinil,5729,PTGDR
13969,carbacyclin,5729,PTGDR
13970,iloprost,5729,PTGDR
13971,prostaglandin,5729,PTGDR
13972,dinoprostone,5729,PTGDR
13973,U-46619,5729,PTGDR
13976,U-46619,11251,PTGDR2
13977,indometacin,11251,PTGDR2
13978,dinoprostone,11251,PTGDR2
13980,ramatroban,11251,PTGDR2
13981,prostaglandin,11251,PTGDR2
13982,sulindac,11251,PTGDR2
13984,iloprost,5731,PTGER1
13987,dinoprostone,5731,PTGER1
13989,prostaglandin,5731,PTGER1
13990,carbacyclin,5731,PTGER1
13991,alprostadil,5731,PTGER1
13992,U-46619,5731,PTGER1
13994,bimatoprost,5731,PTGER1
13995,treprostinil,5731,PTGER1
13996,SC-19220,5731,PTGER1
13999,dinoprost,5731,PTGER1
14002,U-46619,5732,PTGER2
14003,iloprost,5732,PTGER2
14005,carbacyclin,5732,PTGER2
14006,treprostinil,5732,PTGER2
14007,misoprostol,5732,PTGER2
14009,dinoprostone,5732,PTGER2
14010,alprostadil,5732,PTGER2
14011,prostaglandin,5732,PTGER2
14013,enilconazole,5732,PTGER2
14018,dinoprostone,5733,PTGER3
14019,U-46619,5733,PTGER3
14020,treprostinil,5733,PTGER3
14021,dinoprost,5733,PTGER3
14022,iloprost,5733,PTGER3
14024,DG-041,5733,PTGER3
14025,fluprostenol,5733,PTGER3
14026,carbacyclin,5733,PTGER3
14027,bimatoprost,5733,PTGER3
14028,misoprostol,5733,PTGER3
14031,treprostinil,5734,PTGER4
14032,dinoprost,5734,PTGER4
14033,dinoprostone,5734,PTGER4
14034,L-161982,5734,PTGER4
14036,U-46619,5734,PTGER4
14037,carbacyclin,5734,PTGER4
14038,misoprostol,5734,PTGER4
14042,prostaglandin,5734,PTGER4
14043,iloprost,5734,PTGER4
14044,L-655240,9536,PTGES
14045,fluprostenol,5737,PTGFR
14046,dinoprost,5737,PTGFR
14047,latanoprost,5737,PTGFR
14048,travoprost,5737,PTGFR
14049,prostaglandin,5737,PTGFR
14050,dinoprostone,5737,PTGFR
14051,U-46619,5737,PTGFR
14052,bimatoprost,5737,PTGFR
14056,carbacyclin,5737,PTGFR
14058,iloprost,5737,PTGFR
14059,carbacyclin,5739,PTGIR
14060,BMY-45778,5739,PTGIR
14061,iloprost,5739,PTGIR
14064,MRE-269,5739,PTGIR
14065,U-46619,5739,PTGIR
14066,treprostinil,5739,PTGIR
14070,trequinsin,5739,PTGIR
14075,phenylbutazone,5740,PTGIS
14076,indometacin,145482,PTGR2
14077,aspirin,5742,PTGS1
14078,curcumin,5742,PTGS1
14079,pterostilbene,5742,PTGS1
14080,ibuprofen,5742,PTGS1
14082,triflusal,5742,PTGS1
14083,hyperforin,5742,PTGS1
14084,indoprofen,5742,PTGS1
14085,meloxicam,5742,PTGS1
14087,paracetamol,5742,PTGS1
14089,catechin,5742,PTGS1
14090,piroxicam,5742,PTGS1
14091,phenylbutazone,5742,PTGS1
14093,sulfasalazine,5742,PTGS1
14094,sulindac,5742,PTGS1
14095,diflunisal,5742,PTGS1
14096,eicosatetraynoic-acid,5742,PTGS1
14098,nabumetone,5742,PTGS1
14100,nimesulide,5742,PTGS1
14101,indobufen,5742,PTGS1
14102,resorcinol,5742,PTGS1
14104,ampiroxicam,5742,PTGS1
14105,honokiol,5742,PTGS1
14106,isoxicam,5742,PTGS1
14107,resveratrol,5742,PTGS1
14109,ketorolac,5742,PTGS1
14110,ketoprofen,5742,PTGS1
14112,diclofenac,5742,PTGS1
14114,fenoprofen,5742,PTGS1
14116,diethylcarbamazine,5742,PTGS1
14118,phenazone,5742,PTGS1
14119,acemetacin,5742,PTGS1
14122,phenacetin,5742,PTGS1
14123,dexketoprofen,5742,PTGS1
14124,suprofen,5742,PTGS1
14125,carprofen,5742,PTGS1
14126,flufenamic-acid,5742,PTGS1
14129,ibuprofen-piconol,5742,PTGS1
14131,aminosalicylic-acid,5742,PTGS1
14133,fenbufen,5742,PTGS1
14135,naproxen,5742,PTGS1
14136,mesalazine,5742,PTGS1
14137,oxaprozin,5742,PTGS1
14142,nepafenac,5742,PTGS1
14144,tenoxicam,5742,PTGS1
14145,mefenamic-acid,5742,PTGS1
14146,bromfenac,5742,PTGS1
14150,voriconazole,5742,PTGS1
14155,tiaprofenic-acid,5742,PTGS1
14156,amtolmetin-guacil,5742,PTGS1
14158,tenidap,5742,PTGS1
14159,icosapent,5742,PTGS1
14160,metamizole,5742,PTGS1
14161,balsalazide,5742,PTGS1
14165,naproxol,5742,PTGS1
14166,salicylic-acid,5742,PTGS1
14167,fentiazac,5742,PTGS1
14170,flurbiprofen,5742,PTGS1
14173,etodolac,5742,PTGS1
14174,tolmetin,5742,PTGS1
14178,epirizole,5742,PTGS1
14186,meclofenamic-acid,5742,PTGS1
14188,SC-560,5742,PTGS1
14190,indometacin,5742,PTGS1
14193,etofenamate,5742,PTGS1
14194,doconexent,5742,PTGS1
14197,ifosfamide,5742,PTGS1
14205,niflumic-acid,5742,PTGS1
14211,minoxidil,5742,PTGS1
14212,lornoxicam,5742,PTGS1
14213,metoxibutropate,5742,PTGS1
14216,sasapyrine,5742,PTGS1
14223,fosfosal,5742,PTGS1
14231,aminosalicylic-acid,5743,PTGS2
14232,niflumic-acid,5743,PTGS2
14233,resveratrol,5743,PTGS2
14234,phenazone,5743,PTGS2
14235,honokiol,5743,PTGS2
14236,valdecoxib,5743,PTGS2
14237,sulfasalazine,5743,PTGS2
14238,curcumin,5743,PTGS2
14239,aspirin,5743,PTGS2
14241,etodolac,5743,PTGS2
14242,thalidomide,5743,PTGS2
14243,ampiroxicam,5743,PTGS2
14245,phenylbutazone,5743,PTGS2
14246,piroxicam,5743,PTGS2
14248,nabumetone,5743,PTGS2
14249,tenoxicam,5743,PTGS2
14250,meclofenamic-acid,5743,PTGS2
14251,diflunisal,5743,PTGS2
14252,ketorolac,5743,PTGS2
14253,tolmetin,5743,PTGS2
14258,paracetamol,5743,PTGS2
14259,aceclofenac,5743,PTGS2
14260,epirizole,5743,PTGS2
14261,parecoxib,5743,PTGS2
14263,ibuprofen,5743,PTGS2
14265,celecoxib,5743,PTGS2
14266,ketoprofen,5743,PTGS2
14267,iguratimod,5743,PTGS2
14268,tiaprofenic-acid,5743,PTGS2
14269,deracoxib,5743,PTGS2
14270,indobufen,5743,PTGS2
14272,indoprofen,5743,PTGS2
14273,meloxicam,5743,PTGS2
14275,sulindac,5743,PTGS2
14276,mesalazine,5743,PTGS2
14277,LM-1685,5743,PTGS2
14279,dexketoprofen,5743,PTGS2
14280,suprofen,5743,PTGS2
14281,isoxicam,5743,PTGS2
14282,fenbufen,5743,PTGS2
14285,asaraldehyde,5743,PTGS2
14289,indometacin,5743,PTGS2
14291,harpagoside,5743,PTGS2
14292,naproxen,5743,PTGS2
14298,NO-ASA,5743,PTGS2
14299,nimesulide,5743,PTGS2
14300,oxaprozin,5743,PTGS2
14301,balsalazide,5743,PTGS2
14305,umbelliferone,5743,PTGS2
14306,pterostilbene,5743,PTGS2
14309,mefenamic-acid,5743,PTGS2
14312,acemetacin,5743,PTGS2
14313,ibuprofen-piconol,5743,PTGS2
14319,carprofen,5743,PTGS2
14320,naproxol,5743,PTGS2
14323,etoricoxib,5743,PTGS2
14325,amtolmetin-guacil,5743,PTGS2
14326,piceatannol,5743,PTGS2
14327,fentiazac,5743,PTGS2
14330,flurbiprofen,5743,PTGS2
14333,deguelin,5743,PTGS2
14334,SB-239063,5743,PTGS2
14335,rofecoxib,5743,PTGS2
14338,nepafenac,5743,PTGS2
14343,DUP-697,5743,PTGS2
14349,etofenamate,5743,PTGS2
14351,diclofenac,5743,PTGS2
14352,azapropazone,5743,PTGS2
14353,flufenamic-acid,5743,PTGS2
14355,lumiracoxib,5743,PTGS2
14356,icosapent,5743,PTGS2
14359,bromfenac,5743,PTGS2
14370,rutaecarpine,5743,PTGS2
14371,metoxibutropate,5743,PTGS2
14374,hispidin,5743,PTGS2
14378,doconexent,5743,PTGS2
14382,lenalidomide,5743,PTGS2
14387,fosfosal,5743,PTGS2
14388,loxoprofen,5743,PTGS2
14389,lornoxicam,5743,PTGS2
14395,ENMD-2076,5747,PTK2
14396,PF-562271,5747,PTK2
14398,defactinib,5747,PTK2
14399,genistein,2185,PTK2B
14400,PF-562271,2185,PTK2B
14401,aloisine,2185,PTK2B
14402,leflunomide,2185,PTK2B
14406,vandetanib,5753,PTK6
14409,alexidine,114971,PTPMT1
14410,ursolic-acid,5770,PTPN1
14411,RK-682,5770,PTPN1
14412,BVT-948,5770,PTPN1
14414,BRD-K86682249,5770,PTPN1
14417,lobaric-acid,5770,PTPN1
14419,PTB1,5770,PTPN1
14424,dephostatin,5770,PTPN1
14433,bergenin,5770,PTPN1
14442,quercetin,5770,PTPN1
14445,BRD-K86682249,5781,PTPN11
14446,BVT-948,5781,PTPN11
14448,BVT-948,5771,PTPN2
14450,dephostatin,5777,PTPN6
14452,etidronic-acid,5802,PTPRS
14453,alendronic-acid,5802,PTPRS
14454,sphingosine,5817,PVR
14455,CP-91149,5836,PYGL
14456,tagatose,5836,PYGL
14457,asiatic-acid,5837,PYGM
14458,alvocidib,5837,PYGM
14460,1-benzylimidazole,25797,QPCT
14461,niacin,23475,QPRT
14462,BRD-A41630653,5879,RAC1
14463,BRD-A41630653,5880,RAC2
14464,sorafenib,5894,RAF1
14465,regorafenib,5894,RAF1
14467,U-0126,5894,RAF1
14474,GW-5074,5894,RAF1
14476,PP-30,5894,RAF1
14477,PD-98059,5894,RAF1
14480,vemurafenib,5894,RAF1
14482,SB-203580,5894,RAF1
14488,AZ-628,5894,RAF1
14500,telcagepant,10267,RAMP1
14501,fenretinide,5914,RARA
14502,SA-792709,5914,RARA
14503,tamibarotene,5914,RARA
14504,etretinate,5914,RARA
14507,alitretinoin,5914,RARA
14508,acitretin,5914,RARA
14509,tretinoin,5914,RARA
14512,TTNPB,5914,RARA
14514,AM-580,5914,RARA
14516,isotretinoin,5914,RARA
14527,AC-55649,5914,RARA
14531,tazarotene,5914,RARA
14534,adapalene,5914,RARA
14536,SA-792709,5915,RARB
14537,tretinoin,5915,RARB
14538,alitretinoin,5915,RARB
14539,TTNPB,5915,RARB
14541,isotretinoin,5915,RARB
14542,AC-55649,5915,RARB
14543,LE-135,5915,RARB
14548,adapalene,5915,RARB
14549,tamibarotene,5915,RARB
14551,adarotene,5915,RARB
14558,tazarotene,5915,RARB
14563,acitretin,5915,RARB
14564,isotretinoin,5916,RARG
14565,CD-437,5916,RARG
14566,CD-1530,5916,RARG
14567,tretinoin,5916,RARG
14568,palovarotene,5916,RARG
14569,alitretinoin,5916,RARG
14571,fenretinide,5916,RARG
14572,TTNPB,5916,RARG
14578,tazarotene,5916,RARG
14581,adapalene,5916,RARG
14585,adarotene,5916,RARG
14588,acitretin,5916,RARG
14589,tretinoin,5918,RARRES1
14591,acitretin,5947,RBP1
14592,retinol,5947,RBP1
14594,retinol,5949,RBP3
14596,retinol,51109,RDH11
14598,retinol,145226,RDH12
14600,retinol,112724,RDH13
14602,retinol,57665,RDH14
14604,retinol,5959,RDH5
14606,retinol,50700,RDH8
14608,parthenolide,5970,RELA
14609,pyrrolidine-dithiocarbamate,5970,RELA
14612,caffeic-acid,5970,RELA
14613,triptolide,5970,RELA
14616,aliskiren,5972,REN
14617,minoxidil,5972,REN
14620,mifobate,5972,REN
14623,pepstatin,5972,REN
14624,VTP-27999,5972,REN
14626,quizartinib,5979,RET
14627,motesanib,5979,RET
14628,sunitinib,5979,RET
14629,HG-6-64-01,5979,RET
14630,cabozantinib,5979,RET
14631,sorafenib,5979,RET
14633,regorafenib,5979,RET
14636,vandetanib,5979,RET
14640,linifanib,5979,RET
14647,PP-1,5979,RET
14654,SU-6656,5979,RET
14656,danusertib,5979,RET
14658,TG-101348,5979,RET
14662,ponatinib,5979,RET
14665,imatinib,5979,RET
14667,fostamatinib,5979,RET
14671,semaxanib,5979,RET
14672,HMN-214,5979,RET
14681,oxindole-I,5979,RET
14682,retinol,54884,RETSAT
14684,retinol,6010,RHO
14686,narciclasine,387,RHOA
14690,necrostatin-1,8737,RIPK1
14692,PP-2,8767,RIPK2
14693,SB-203580,8767,RIPK2
14694,LDN-212854,8767,RIPK2
14695,NM-PP1,8767,RIPK2
14697,retinol,6017,RLBP1
14699,ubenimex,6051,RNPEP
14701,SB-203580,6093,ROCK1
14702,SB-202190,6093,ROCK1
14703,bisindolylmaleimide-ix,6093,ROCK1
14704,hydroxyfasudil,6093,ROCK1
14705,ripasudil,6093,ROCK1
14706,fasudil,6093,ROCK1
14707,RKI-1447,6093,ROCK1
14708,U-0126,6093,ROCK1
14709,GSK-429286A,6093,ROCK1
14711,LY-294002,6093,ROCK1
14712,Y-27632,6093,ROCK1
14718,PD-98059,6093,ROCK1
14719,Y-39983,6093,ROCK1
14721,KN-62,6093,ROCK1
14723,RKI-1447,9475,ROCK2
14724,fasudil,9475,ROCK2
14725,Y-27632,9475,ROCK2
14727,Y-39983,9475,ROCK2
14728,hydroxyfasudil,9475,ROCK2
14729,ripasudil,9475,ROCK2
14733,BRD-K20401833,6095,RORA
14734,T-0901317,6095,RORA
14736,tretinoin,6096,RORB
14741,isotretinoin,6096,RORB
14745,T-0901317,6097,RORC
14746,BRD-A38793261,6097,RORC
14747,tretinoin,6097,RORC
14748,BRD-A32917072,6097,RORC
14750,digoxin,6097,RORC
14754,isotretinoin,6097,RORC
14756,crizotinib,6098,ROS1
14757,puromycin,140801,RPL10L
14758,anisomycin,140801,RPL10L
14760,puromycin,6135,RPL11
14762,anisomycin,6135,RPL11
14763,anisomycin,23521,RPL13A
14764,puromycin,23521,RPL13A
14766,puromycin,6138,RPL15
14767,anisomycin,6138,RPL15
14769,puromycin,6143,RPL19
14771,anisomycin,6143,RPL19
14772,puromycin,9349,RPL23
14774,anisomycin,9349,RPL23
14775,puromycin,6147,RPL23A
14777,anisomycin,6147,RPL23A
14778,puromycin,51121,RPL26L1
14779,anisomycin,51121,RPL26L1
14781,cycloheximide,6122,RPL3
14782,anisomycin,6122,RPL3
14786,puromycin,6122,RPL3
14790,anisomycin,6167,RPL37
14791,puromycin,6167,RPL37
14793,puromycin,6132,RPL8
14794,anisomycin,6132,RPL8
14796,emetine,6187,RPS2
14797,cephaeline,6187,RPS2
14803,dorsomorphin,6195,RPS6KA1
14804,BRD-K15107389,6195,RPS6KA1
14806,purvalanol-a,6195,RPS6KA1
14807,staurosporine,6195,RPS6KA1
14808,BI-D1870,6195,RPS6KA1
14810,BRD-K15107389,6196,RPS6KA2
14811,BI-D1870,6196,RPS6KA2
14813,KIN001-242,6197,RPS6KA3
14814,aspirin,6197,RPS6KA3
14815,BRD-K15107389,6197,RPS6KA3
14817,BI-D1870,6197,RPS6KA3
14819,AT-9283,27330,RPS6KA6
14820,SB-203580,6198,RPS6KB1
14821,KN-62,6198,RPS6KB1
14822,PD-98059,6198,RPS6KB1
14823,SB-415286,6198,RPS6KB1
14825,U-0126,6198,RPS6KB1
14826,SB-202190,6198,RPS6KB1
14827,bisindolylmaleimide-ix,6198,RPS6KB1
14828,LY-294002,6198,RPS6KB1
14830,fludarabine-phosphate,6240,RRM1
14831,fludarabine,6240,RRM1
14832,clofarabine,6240,RRM1
14834,cladribine,6240,RRM1
14835,hydroxyurea,6240,RRM1
14836,gemcitabine,6240,RRM1
14839,trimidox,6240,RRM1
14848,gemcitabine,6241,RRM2
14849,clofarabine,6241,RRM2
14850,fludarabine,6241,RRM2
14853,cladribine,6241,RRM2
14856,hydroxyurea,6241,RRM2
14857,cladribine,50484,RRM2B
14858,anisomycin,51187,RSL24D1
14859,puromycin,51187,RSL24D1
14861,BRD-K19059335,861,RUNX1
14863,acitretin,6256,RXRA
14864,retinol,6256,RXRA
14866,bexarotene,6256,RXRA
14867,etodolac,6256,RXRA
14870,methoprene-acid,6256,RXRA
14871,GW-9662,6256,RXRA
14872,alitretinoin,6256,RXRA
14877,tretinoin,6257,RXRB
14878,T-0901317,6257,RXRB
14879,acitretin,6257,RXRB
14880,retinol,6257,RXRB
14883,methoprene-acid,6257,RXRB
14884,bexarotene,6257,RXRB
14886,alitretinoin,6257,RXRB
14889,retinol,6258,RXRG
14892,alitretinoin,6258,RXRG
14894,etretinate,6258,RXRG
14895,tretinoin,6258,RXRG
14896,acitretin,6258,RXRG
14901,bexarotene,6258,RXRG
14903,dantrolene,6261,RYR1
14906,caffeine,6261,RYR1
14907,ryanodine,6261,RYR1
14910,suramin,6261,RYR1
14912,carvedilol,6262,RYR2
14913,ryanodine,6262,RYR2
14914,caffeine,6262,RYR2
14915,ryanodine,6263,RYR3
14916,caffeine,6263,RYR3
14917,dantrolene,6263,RYR3
14918,olopatadine,6271,S100A1
14919,olopatadine,6283,S100A12
14920,amlexanox,6283,S100A12
14921,olopatadine,6284,S100A13
14922,amlexanox,6284,S100A13
14923,olopatadine,6273,S100A2
14924,trifluoperazine,6275,S100A4
14925,tasquinimod,6280,S100A9
14927,olopatadine,6285,S100B
14928,cromoglicic-acid,6286,S100P
14929,SEW-2871,1901,S1PR1
14931,fingolimod,1901,S1PR1
14933,JTE-013,9294,S1PR2
14935,fingolimod,1903,S1PR3
14936,BRD-K14236372,1903,S1PR3
14937,BRD-K14048378,1903,S1PR3
14940,BRD-K16618170,1903,S1PR3
14941,fingolimod,8698,S1PR4
14943,BRD-K12401458,8698,S1PR4
14945,BRD-K14236372,8698,S1PR4
14946,BRD-K16618170,8698,S1PR4
14947,fingolimod,53637,S1PR5
14949,brefeldin-a,56681,SAR1A
14950,MK-8245,6319,SCD
14951,hexylcaine,6336,SCN10A
14952,orphenadrine,6336,SCN10A
14953,lacosamide,6336,SCN10A
14954,vinpocetine,6336,SCN10A
14955,lidocaine,6336,SCN10A
14958,mepivacaine,6336,SCN10A
14959,benzethonium,6336,SCN10A
14960,oxybuprocaine,6336,SCN10A
14961,ranolazine,6336,SCN10A
14962,tetracaine,6336,SCN10A
14963,ropivacaine,6336,SCN10A
14964,proxymetacaine,6336,SCN10A
14966,valproic-acid,6336,SCN10A
14968,valproic-acid,11280,SCN11A
14969,zonisamide,11280,SCN11A
14974,phenytoin,6323,SCN1A
14975,lacosamide,6323,SCN1A
14976,valproic-acid,6323,SCN1A
14977,levetiracetam,6323,SCN1A
14978,phenacemide,6323,SCN1A
14979,lamotrigine,6323,SCN1A
14980,lidoflazine,6323,SCN1A
14981,L-741742,6323,SCN1A
14982,oxcarbazepine,6323,SCN1A
14983,stiripentol,6323,SCN1A
14984,topiramate,6323,SCN1A
14986,zonisamide,6323,SCN1A
14988,veratridine,6323,SCN1A
14998,phenazopyridine,6323,SCN1A
14999,carbamazepine,6323,SCN1A
15004,nitrazepam,6323,SCN1A
15008,rufinamide,6323,SCN1A
15009,zonisamide,6324,SCN1B
15010,valproic-acid,6324,SCN1B
15011,lamotrigine,6326,SCN2A
15012,mibefradil,6326,SCN2A
15013,zonisamide,6326,SCN2A
15016,phenytoin,6326,SCN2A
15017,propofol,6326,SCN2A
15020,valproic-acid,6326,SCN2A
15024,CO-102862,6326,SCN2A
15026,valproic-acid,6327,SCN2B
15027,zonisamide,6327,SCN2B
15028,valproic-acid,6328,SCN3A
15030,L-741742,6328,SCN3A
15031,lidoflazine,6328,SCN3A
15032,oxcarbazepine,6328,SCN3A
15033,lacosamide,6328,SCN3A
15034,zonisamide,6328,SCN3A
15036,stiripentol,6328,SCN3A
15037,rufinamide,6328,SCN3A
15038,lamotrigine,6328,SCN3A
15045,carbamazepine,6328,SCN3A
15046,veratridine,6328,SCN3A
15053,zonisamide,55800,SCN3B
15054,valproic-acid,55800,SCN3B
15055,flecainide,6329,SCN4A
15056,zonisamide,6329,SCN4A
15057,mibefradil,6329,SCN4A
15058,trifluoperazine,6329,SCN4A
15060,CO-102862,6329,SCN4A
15061,valproic-acid,6329,SCN4A
15062,propofol,6329,SCN4A
15063,mexiletine,6329,SCN4A
15067,diclofenac,6329,SCN4A
15069,zonisamide,6330,SCN4B
15070,valproic-acid,6330,SCN4B
15071,propafenone,6331,SCN5A
15072,hexylcaine,6331,SCN5A
15073,valproic-acid,6331,SCN5A
15074,phenytoin,6331,SCN5A
15075,verapamil,6331,SCN5A
15076,lomerizine,6331,SCN5A
15077,flecainide,6331,SCN5A
15078,resveratrol,6331,SCN5A
15079,disopyramide,6331,SCN5A
15080,zonisamide,6331,SCN5A
15081,mephenytoin,6331,SCN5A
15082,cinchocaine,6331,SCN5A
15083,topiramate,6331,SCN5A
15085,tocainide,6331,SCN5A
15087,lidocaine,6331,SCN5A
15088,quinidine,6331,SCN5A
15090,ethotoin,6331,SCN5A
15091,bepridil,6331,SCN5A
15092,prilocaine,6331,SCN5A
15094,procainamide,6331,SCN5A
15095,ranolazine,6331,SCN5A
15096,riluzole,6331,SCN5A
15097,catechin,6331,SCN5A
15099,oxcarbazepine,6331,SCN5A
15101,mexiletine,6331,SCN5A
15102,licarbazepine,6331,SCN5A
15107,benzonatate,6331,SCN5A
15108,carbamazepine,6331,SCN5A
15113,proxymetacaine,6331,SCN5A
15116,mibefradil,6331,SCN5A
15121,amiodarone,6331,SCN5A
15126,moracizine,6331,SCN5A
15127,quercetin,6331,SCN5A
15138,valproic-acid,6332,SCN7A
15139,valproic-acid,6334,SCN8A
15140,veratridine,6334,SCN8A
15141,tetracaine,6335,SCN9A
15142,lacosamide,6335,SCN9A
15143,lidocaine,6335,SCN9A
15144,CO-102862,6335,SCN9A
15145,valproic-acid,6335,SCN9A
15146,zonisamide,6335,SCN9A
15148,mibefradil,6335,SCN9A
15150,ranolazine,6335,SCN9A
15154,veratridine,6335,SCN9A
15156,proxymetacaine,6335,SCN9A
15157,mepivacaine,6335,SCN9A
15158,rufinamide,6335,SCN9A
15159,trifluoperazine,6335,SCN9A
15161,ropivacaine,6335,SCN9A
15164,amiloride,6337,SCNN1A
15165,benzamil,6337,SCNN1A
15167,spironolactone,6337,SCNN1A
15168,triamterene,6337,SCNN1A
15173,amiloride,6338,SCNN1B
15174,benzamil,6338,SCNN1B
15177,triamterene,6338,SCNN1B
15181,amiloride,6339,SCNN1D
15182,triamterene,6339,SCNN1D
15183,benzamil,6339,SCNN1D
15187,benzamil,6340,SCNN1G
15188,triamterene,6340,SCNN1G
15191,amiloride,6340,SCNN1G
15195,thenoyltrifluoroacetone,6389,SDHA
15196,carvedilol,6401,SELE
15197,KF-38789,6403,SELP
15199,NSC-632839,59343,SENP2
15204,rimexolone,866,SERPINA6
15205,triamcinolone,866,SERPINA6
15206,beclometasone,866,SERPINA6
15209,fluocinonide,866,SERPINA6
15213,prednisolone,866,SERPINA6
15214,fluocinolone,866,SERPINA6
15216,alclometasone,866,SERPINA6
15220,troglitazone,5054,SERPINE1
15221,KN-62,6446,SGK1
15222,CGP-57380,6446,SGK1
15223,GSK-650394,6446,SGK1
15224,U-0126,6446,SGK1
15225,SB-202190,6446,SGK1
15226,SB-203580,6446,SGK1
15227,LY-294002,6446,SGK1
15230,PD-98059,6446,SGK1
15231,pazopanib,10019,SH2B3
15232,spironolactone,6462,SHBG
15233,SANT-1,6469,SHH
15235,SANT-2,6469,SHH
15236,scopolamine,6476,SI
15238,BRD-A93048969,6476,SI
15239,acarbose,6476,SI
15243,isoreserpine,6477,SIAH1
15244,nortriptyline,10280,SIGMAR1
15245,PRE-084,10280,SIGMAR1
15246,noscapine,10280,SIGMAR1
15247,rimcazole,10280,SIGMAR1
15248,4-IBP,10280,SIGMAR1
15249,L-693403,10280,SIGMAR1
15250,BD-1047,10280,SIGMAR1
15252,cutamesine,10280,SIGMAR1
15254,4-PPBP,10280,SIGMAR1
15257,BD-1063,10280,SIGMAR1
15260,naltrexone,10280,SIGMAR1
15262,API-001,10280,SIGMAR1
15263,NNC-711,10280,SIGMAR1
15266,amitriptyline,10280,SIGMAR1
15268,ditolylguanidine,10280,SIGMAR1
15271,BMY-14802,10280,SIGMAR1
15272,remoxipride,10280,SIGMAR1
15275,BRD-A41630653,10280,SIGMAR1
15284,resveratrol,23411,SIRT1
15288,SRT-1720,23411,SIRT1
15290,quercetin,23411,SIRT1
15291,splitomycin,23411,SIRT1
15292,sirtinol,23411,SIRT1
15294,salermide,23411,SIRT1
15295,butein,23411,SIRT1
15296,bisindolylmaleimide-ix,23411,SIRT1
15297,tenovins,23411,SIRT1
15298,EX-527,23411,SIRT1
15301,piceatannol,23411,SIRT1
15304,tenovin-6,23411,SIRT1
15305,sirtinol,22933,SIRT2
15306,AGK-2,22933,SIRT2
15307,tenovins,22933,SIRT2
15308,salermide,22933,SIRT2
15309,tenovin-6,22933,SIRT2
15310,bisindolylmaleimide-ix,22933,SIRT2
15311,splitomycin,22933,SIRT2
15313,tenovin-6,23410,SIRT3
15314,nicotinamide,23408,SIRT5
15315,cyclosporin-a,6554,SLC10A1
15318,irbesartan,6554,SLC10A1
